date,card,category,type,amount
2022-06-06,3,Transactions,outcome,490.00
2022-06-06,2,Transactions,income,490.00
2022-06-07,3,Food and Rest,outcome,788.00
2022-06-07,3,Smoke,outcome,155.00
2022-06-08,3,Transactions,outcome,200.00
2022-06-08,2,Transactions,income,200.00
2022-06-08,3,Transactions,outcome,200.00
2022-06-08,2,Transactions,income,200.00
2022-06-08,3,Public Transport,outcome,850.00
2022-06-08,3,Party,outcome,530.00
2022-06-08,3,Transactions,outcome,199.96
2022-06-08,2,Transactions,income,199.96
2022-06-08,3,Salary,income,149220.00
2022-06-08,2,Food and Rest,outcome,370.00
2022-06-09,2,Others,outcome,367.04
2022-06-09,2,Others,outcome,0.10
2022-06-10,3,Others,outcome,959.78
2022-06-11,3,Food and Rest,outcome,53.99
2022-06-12,3,Food and Rest,outcome,373.00
2022-06-13,3,Food and Rest,outcome,350.00
2022-06-13,3,Public Transport,outcome,450.00
2022-06-14,3,Food and Rest,outcome,460.84
2022-06-14,2,Food and Rest,outcome,270.00
2022-06-15,3,Food and Rest,outcome,1137.00
2022-06-15,3,Smoke,outcome,150.00
2022-06-16,2,Food and Rest,outcome,240.00
2022-06-17,3,Clothes,outcome,7500.00
2022-06-17,3,Food and Rest,outcome,817.61
2022-06-17,3,Others,outcome,110.00
2022-06-18,3,Party,outcome,7020.00
2022-06-18,3,Food and Rest,outcome,559.95
2022-06-18,3,Public Transport,outcome,51.00
2022-06-18,2,Public Transport,outcome,118.00
2022-06-18,3,Transactions,outcome,7980.00
2022-06-18,2,Transactions,income,7980.00
2022-06-19,3,Others,outcome,326.83
2022-06-19,3,Food and Rest,outcome,808.86
2022-06-19,2,Public Transport,outcome,174.00
2022-06-20,2,Food and Rest,outcome,370.00
2022-06-21,3,Food and Rest,outcome,500.00
2022-06-21,3,Smoke,outcome,1240.00
2022-06-22,3,Food and Rest,outcome,848.95
2022-06-22,3,Public Transport,outcome,51.00
2022-06-23,3,Food and Rest,outcome,619.38
2022-06-23,3,Salary,income,34302.57
2022-06-24,3,Food and Rest,outcome,589.80
2022-06-24,3,Party,outcome,467.00
2022-06-24,3,Personal,outcome,500.00
2022-06-24,2,Public Transport,outcome,315.00
2022-06-24,2,Public Transport,outcome,491.00
2022-06-24,3,Transactions,outcome,760.00
2022-06-24,2,Transactions,income,760.00
2022-06-24,2,Personal,outcome,2380.00
2022-06-25,3,Others,outcome,380.00
2022-06-25,3,Others,outcome,450.00
2022-06-25,3,Food and Rest,outcome,1264.51
2022-06-25,2,Public Transport,outcome,42.00
2022-06-26,3,Food and Rest,outcome,1480.00
2022-06-26,2,Public Transport,outcome,61.00
2022-06-27,3,Food and Rest,outcome,948.97
2022-06-27,2,Public Transport,outcome,32.00
2022-06-28,3,Food and Rest,outcome,673.98
2022-06-29,2,Public Transport,outcome,400.00
2022-06-29,2,Food and Rest,outcome,400.00
2022-06-29,3,Salary,income,1273.97
2022-06-29,3,Food and Rest,outcome,803.99
2022-06-29,2,Public Transport,outcome,102.00
2022-06-30,3,Public Transport,outcome,435.00
2022-06-30,2,Public Transport,outcome,40.00
2022-06-30,3,Food and Rest,outcome,974.70
2022-06-30,3,Others,outcome,530.00
2022-06-30,3,Clothes,outcome,6645.00
2022-07-01,3,Food and Rest,outcome,748.84
2022-07-01,2,Food and Rest,outcome,270.00
2022-07-01,3,Partner,outcome,1960.00
2022-07-01,2,Public Transport,outcome,128.00
2022-07-01,2,Public Transport,outcome,499.00
2022-07-01,2,Personal,outcome,2800.00
2022-07-02,3,Food and Rest,outcome,406.98
2022-07-02,2,Food and Rest,outcome,70.00
2022-07-02,2,Public Transport,outcome,63.00
2022-07-03,3,Others,outcome,300.00
2022-07-03,3,Food and Rest,outcome,539.00
2022-07-03,3,Smoke,outcome,600.00
2022-07-03,2,Public Transport,outcome,72.00
2022-07-04,3,Party,outcome,7000.00
2022-07-04,3,Personal,outcome,800.00
2022-07-04,3,Transactions,outcome,600.00
2022-07-04,3,Others,outcome,500.00
2022-07-04,3,Public Transport,outcome,102.00
2022-07-04,2,Public Transport,outcome,14.00
2022-07-04,2,Food and Rest,outcome,490.00
2022-07-05,3,Food and Rest,outcome,1259.13
2022-07-05,3,Party,outcome,480.00
2022-07-05,3,Transactions,outcome,2000.00
2022-07-05,2,Transactions,income,2000.00
2022-07-05,2,Public Transport,outcome,112.00
2022-07-06,3,Transactions,outcome,490.00
2022-07-06,2,Transactions,income,490.00
2022-07-06,3,Food and Rest,outcome,490.00
2022-07-06,2,Public Transport,outcome,53.00
2022-07-07,3,Others,outcome,500.00
2022-07-07,3,Salary,income,120209.43
2022-07-07,3,Food and Rest,outcome,558.00
2022-07-07,3,Party,outcome,2200.00
2022-07-07,2,Public Transport,outcome,229.00
2022-07-07,3,Transactions,outcome,1850.00
2022-07-07,2,Transactions,income,1850.00
2022-07-07,3,Transactions,outcome,3300.00
2022-07-07,2,Transactions,income,2750.00
2022-07-08,3,Food and Rest,outcome,275.38
2022-07-08,2,Food and Rest,outcome,470.00
2022-07-08,2,Public Transport,outcome,32.00
2022-07-08,2,Personal,outcome,2300.00
2022-07-09,3,Food and Rest,outcome,1340.52
2022-07-09,3,Others,outcome,450.00
2022-07-09,3,Others,outcome,435.00
2022-07-09,2,Others,outcome,60.00
2022-07-10,3,Food and Rest,outcome,490.00
2022-07-10,2,Public Transport,outcome,48.00
2022-07-11,3,Food and Rest,outcome,317.00
2022-07-11,2,Smoke,outcome,200.00
2022-07-11,2,Others,outcome,338.35
2022-07-12,3,Personal,outcome,116.00
2022-07-12,3,Food and Rest,outcome,560.00
2022-07-12,2,Public Transport,outcome,56.00
2022-07-13,3,Salary,income,5000.00
2022-07-13,3,Others,outcome,3229.00
2022-07-13,3,Party,outcome,4130.00
2022-07-13,3,Transactions,outcome,2130.00
2022-07-13,2,Transactions,income,2130.00
2022-07-14,3,Party,outcome,462.00
2022-07-14,3,Food and Rest,outcome,260.00
2022-07-14,3,Food and Rest,outcome,300.00
2022-07-14,3,Clothes,outcome,2086.00
2022-07-14,3,Salary,income,6800.00
2022-07-14,2,Public Transport,outcome,67.00
2022-07-15,3,Personal,outcome,297.00
2022-07-15,3,Food and Rest,outcome,209.97
2022-07-16,3,Others,outcome,1750.00
2022-07-16,2,Public Transport,outcome,121.00
2022-07-16,2,Others,outcome,3600.00
2022-07-17,3,Others,outcome,100.00
2022-07-17,3,Food and Rest,outcome,529.00
2022-07-17,2,Public Transport,outcome,24.00
2022-07-18,2,Public Transport,outcome,21.00
2022-07-18,3,Food and Rest,outcome,220.00
2022-07-18,3,Partner,outcome,920.00
2022-07-19,3,Food and Rest,outcome,2529.49
2022-07-19,2,Public Transport,outcome,98.00
2022-07-19,2,Food and Rest,outcome,200.00
2022-07-20,3,Others,outcome,50.00
2022-07-20,2,Public Transport,outcome,21.00
2022-07-21,3,Smoke,outcome,155.00
2022-07-21,3,Salary,income,37732.43
2022-07-21,3,Food and Rest,outcome,710.00
2022-07-21,3,Clothes,outcome,19064.65
2022-07-21,2,Public Transport,outcome,21.00
2022-07-22,3,Personal,outcome,5097.50
2022-07-22,3,Personal,outcome,2800.00
2022-07-22,3,Party,outcome,2500.00
2022-07-22,3,Food and Rest,outcome,2597.00
2022-07-22,2,Food and Rest,outcome,140.00
2022-07-22,3,Others,outcome,700.00
2022-07-22,2,Public Transport,outcome,975.00
2022-07-23,3,Smoke,outcome,150.00
2022-07-23,3,Food and Rest,outcome,86.49
2022-07-23,2,Public Transport,outcome,38.00
2022-07-23,3,Party,outcome,3300.00
2022-07-23,3,Public Transport,outcome,51.00
2022-07-24,3,Others,outcome,900.00
2022-07-24,3,Clothes,outcome,4499.00
2022-07-24,2,Public Transport,outcome,446.00
2022-07-25,3,Food and Rest,outcome,490.00
2022-07-25,3,Smoke,outcome,170.00
2022-07-25,2,Public Transport,outcome,87.00
2022-07-26,2,Food and Rest,outcome,500.00
2022-07-26,3,Transactions,income,500.00
2022-07-26,2,Transactions,outcome,500.00
2022-07-26,2,Public Transport,outcome,21.00
2022-07-26,3,Public Transport,outcome,1400.00
2022-07-26,3,Personal,outcome,1250.00
2022-07-27,3,Clothes,outcome,830.00
2022-07-27,3,Others,outcome,82000.00
2022-07-27,3,Others,outcome,15225.00
2022-07-27,3,Food and Rest,outcome,706.35
2022-07-27,3,Smoke,outcome,150.00
2022-07-27,2,Public Transport,outcome,84.00
2022-07-28,3,Public Transport,outcome,102.00
2022-07-28,2,Public Transport,outcome,28.00
2022-07-28,3,Clothes,outcome,948.00
2022-07-28,3,Personal,outcome,12812.00
2022-07-29,3,Food and Rest,outcome,862.00
2022-07-29,2,Food and Rest,outcome,270.00
2022-07-29,3,Clothes,outcome,141.48
2022-07-29,3,Others,outcome,50.00
2022-07-29,2,Public Transport,outcome,56.00
2022-07-29,2,Public Transport,outcome,886.00
2022-07-30,3,Public Transport,outcome,917.55
2022-07-30,3,Food and Rest,outcome,1204.41
2022-07-30,3,Others,outcome,500.00
2022-07-30,3,Personal,outcome,2800.00
2022-07-30,3,Party,outcome,2200.00
2022-07-30,3,Salary,income,1698.64
2022-07-31,3,Food and Rest,outcome,490.00
2022-07-31,3,Public Transport,outcome,9638.00
2022-07-31,3,Public Transport,outcome,435.00
2022-07-31,2,Public Transport,outcome,54.00
2022-08-01,3,Smoke,outcome,155.00
2022-08-01,3,Food and Rest,outcome,1066.00
2022-08-01,2,Public Transport,outcome,234.00
2022-08-02,3,Food and Rest,outcome,195.48
2022-08-02,3,Transactions,outcome,2000.00
2022-08-02,2,Transactions,income,2000.00
2022-08-02,3,Others,outcome,100.00
2022-08-02,2,Food and Rest,outcome,160.00
2022-08-03,3,Others,outcome,500.00
2022-08-03,3,Party,outcome,390.00
2022-08-03,3,Smoke,outcome,170.00
2022-08-03,3,Food and Rest,outcome,674.00
2022-08-03,2,Public Transport,outcome,75.00
2022-08-04,3,Food and Rest,outcome,840.00
2022-08-04,2,Public Transport,outcome,105.00
2022-08-05,3,Transactions,outcome,1000.00
2022-08-05,2,Transactions,income,1000.00
2022-08-05,3,Food and Rest,outcome,1202.73
2022-08-05,3,Personal,outcome,2300.00
2022-08-05,3,Clothes,outcome,2156.00
2022-08-05,3,Party,outcome,2500.00
2022-08-05,2,Public Transport,outcome,1090.00
2022-08-06,3,Others,outcome,500.00
2022-08-06,3,Food and Rest,outcome,618.69
2022-08-07,3,Party,outcome,238.00
2022-08-07,3,Others,outcome,130.00
2022-08-07,2,Public Transport,outcome,14.00
2022-08-08,3,Food and Rest,outcome,1738.83
2022-08-08,3,Party,outcome,665.00
2022-08-08,3,Smoke,outcome,140.00
2022-08-08,3,Salary,income,57114.57
2022-08-08,2,Public Transport,outcome,199.00
2022-08-09,3,Food and Rest,outcome,567.00
2022-08-09,3,Partner,outcome,1540.00
2022-08-09,2,Public Transport,outcome,119.00
2022-08-10,3,Smoke,outcome,155.00
2022-08-10,3,Food and Rest,outcome,582.00
2022-08-10,3,Others,outcome,599.00
2022-08-10,3,Transactions,income,30828.08
2022-08-10,3,Transactions,outcome,726.08
2022-08-10,2,Transactions,income,726.08
2022-08-10,3,Personal,outcome,2300.00
2022-08-10,2,Public Transport,outcome,468.00
2022-08-11,3,Public Transport,outcome,450.00
2022-08-11,2,Public Transport,outcome,538.00
2022-08-11,3,Food and Rest,outcome,560.00
2022-08-12,3,Food and Rest,outcome,1411.39
2022-08-12,3,Smoke,outcome,150.00
2022-08-14,3,Others,outcome,149.00
2022-08-14,3,Clothes,outcome,1877.00
2022-08-14,3,Others,outcome,1520.00
2022-08-14,2,Public Transport,outcome,119.00
2022-08-15,3,Others,outcome,150.00
2022-08-15,3,Transactions,outcome,500.00
2022-08-15,2,Transactions,income,500.00
2022-08-15,3,Others,outcome,849.00
2022-08-15,3,Food and Rest,outcome,330.00
2022-08-15,3,Others,outcome,200.00
2022-08-15,2,Public Transport,outcome,343.00
2022-08-16,3,Smoke,outcome,150.00
2022-08-16,3,Others,outcome,100.00
2022-08-17,3,Personal,outcome,1600.00
2022-08-17,3,Others,outcome,377.00
2022-08-18,3,Clothes,outcome,999.00
2022-08-18,3,Others,outcome,2100.00
2022-08-19,3,Transactions,outcome,1000.00
2022-08-19,2,Transactions,income,1000.00
2022-08-19,3,Personal,outcome,1800.00
2022-08-19,3,Party,outcome,8410.00
2022-08-19,3,Food and Rest,outcome,219.99
2022-08-19,2,Public Transport,outcome,400.00
2022-08-20,3,Food and Rest,outcome,355.00
2022-08-21,3,Others,outcome,203.90
2022-08-22,3,Personal,outcome,100.00
2022-08-22,3,Others,outcome,4190.00
2022-08-22,3,Food and Rest,outcome,275.98
2022-08-23,3,Food and Rest,outcome,3160.00
2022-08-23,3,Salary,income,31320.00
2022-08-24,3,Food and Rest,outcome,200.00
2022-08-24,3,Personal,outcome,2446.80
2022-08-24,3,Others,outcome,560.00
2022-08-24,2,Public Transport,outcome,366.00
2022-08-25,3,Personal,outcome,900.00
2022-08-26,3,Transactions,income,500.00
2022-08-26,3,Transactions,outcome,450.00
2022-08-26,3,Smoke,outcome,150.00
2022-08-26,3,Food and Rest,outcome,1145.34
2022-08-27,3,Others,outcome,20.00
2022-08-27,3,Transactions,outcome,1000.00
2022-08-27,2,Transactions,income,1000.00
2022-08-27,3,Public Transport,outcome,600.00
2022-08-27,2,Public Transport,outcome,579.00
2022-08-28,3,Food and Rest,outcome,360.00
2022-08-28,2,Public Transport,outcome,130.88
2022-08-29,3,Food and Rest,outcome,570.00
2022-08-29,3,Smoke,outcome,165.00
2022-08-29,3,Party,outcome,5186.00
2022-08-29,2,Public Transport,outcome,24.87
2022-08-30,3,Others,outcome,2000.00
2022-08-30,3,Partner,outcome,930.00
2022-08-30,3,Salary,income,1460.82
2022-08-30,3,Transactions,income,16.00
2022-08-30,2,Public Transport,outcome,53.49
2022-08-31,3,Food and Rest,outcome,704.94
2022-08-31,3,Food and Rest,outcome,700.49
2022-08-31,2,Public Transport,outcome,600.00
2022-09-01,3,Food and Rest,outcome,860.00
2022-09-01,3,Public Transport,outcome,435.00
2022-09-01,2,Public Transport,outcome,27.96
2022-09-01,3,Smoke,outcome,155.00
2022-09-02,3,Transactions,outcome,6000.00
2022-09-02,2,Transactions,income,6000.00
2022-09-02,3,Others,outcome,500.00
2022-09-02,2,Personal,outcome,5000.00
2022-09-03,3,Food and Rest,outcome,79.99
2022-09-03,3,Clothes,outcome,956.00
2022-09-03,3,Personal,outcome,1100.00
2022-09-03,3,Party,outcome,2020.00
2022-09-03,3,Transactions,outcome,810.00
2022-09-03,2,Transactions,income,810.00
2022-09-03,2,Public Transport,outcome,328.00
2022-09-04,3,Public Transport,outcome,51.00
2022-09-04,3,Others,outcome,50.00
2022-09-05,3,Others,outcome,2800.00
2022-09-05,3,Food and Rest,outcome,765.00
2022-09-05,3,Smoke,outcome,170.00
2022-09-05,2,Public Transport,outcome,23.64
2022-09-06,3,Public Transport,outcome,102.00
2022-09-06,3,Others,outcome,50.00
2022-09-06,2,Food and Rest,outcome,350.00
2022-09-07,3,Food and Rest,outcome,2039.12
2022-09-07,3,Public Transport,outcome,102.00
2022-09-08,3,Salary,income,32207.00
2022-09-08,3,Others,outcome,50.00
2022-09-08,3,Food and Rest,outcome,359.00
2022-09-08,3,Smoke,outcome,150.00
2022-09-09,3,Personal,outcome,450.00
2022-09-09,3,Party,outcome,7185.00
2022-09-09,3,Food and Rest,outcome,296.00
2022-09-09,3,Smoke,outcome,150.00
2022-09-09,3,Education,outcome,178.80
2022-09-09,3,Transactions,outcome,4150.00
2022-09-09,2,Transactions,income,4150.00
2022-09-09,3,Transactions,outcome,10500.00
2022-09-09,2,Transactions,income,10500.00
2022-09-10,2,Public Transport,outcome,111.86
2022-09-11,3,Others,outcome,175.00
2022-09-12,3,Food and Rest,outcome,574.68
2022-09-13,3,Food and Rest,outcome,729.00
2022-09-13,3,Smoke,outcome,140.00
2022-09-14,3,Food and Rest,outcome,260.83
2022-09-14,3,Others,outcome,423.00
2022-09-14,3,Others,outcome,50.00
2022-09-14,3,Transactions,outcome,500.00
2022-09-14,2,Transactions,income,500.00
2022-09-15,3,Smoke,outcome,147.00
2022-09-15,2,Others,outcome,1000.00
2022-09-15,2,Public Transport,outcome,1135.96
2022-09-16,3,Personal,outcome,2400.00
2022-09-16,3,Food and Rest,outcome,185.00
2022-09-16,2,Party,outcome,2692.00
2022-09-16,2,Public Transport,outcome,37.45
2022-09-17,3,Smoke,outcome,300.00
2022-09-17,2,Public Transport,outcome,29.96
2022-09-17,3,Food and Rest,outcome,490.00
2022-09-17,2,Public Transport,outcome,1953.00
2022-09-18,3,Transactions,outcome,26730.00
2022-09-18,3,Food and Rest,outcome,1410.00
2022-09-18,2,Public Transport,outcome,318.00
2022-09-19,3,Food and Rest,outcome,1067.70
2022-09-19,2,Public Transport,outcome,504.00
2022-09-20,3,Food and Rest,outcome,891.00
2022-09-20,2,Public Transport,outcome,336.00
2022-09-21,3,Food and Rest,outcome,1324.80
2022-09-21,2,Public Transport,outcome,353.00
2022-09-22,3,Public Transport,outcome,3425.40
2022-09-22,2,Public Transport,outcome,1069.00
2022-09-22,3,Salary,income,36018.00
2022-09-22,3,Food and Rest,outcome,1057.49
2022-09-23,3,Smoke,outcome,150.00
2022-09-23,3,Food and Rest,outcome,555.70
2022-09-23,2,Public Transport,outcome,1030.00
2022-09-24,3,Party,outcome,538.00
2022-09-24,3,Food and Rest,outcome,545.00
2022-09-24,2,Others,outcome,356.53
2022-09-24,2,Public Transport,outcome,421.00
2022-09-25,3,Public Transport,outcome,51.00
2022-09-25,2,Public Transport,outcome,361.00
2022-09-25,3,Food and Rest,outcome,50.76
2022-09-26,3,Food and Rest,outcome,583.00
2022-09-26,2,Food and Rest,outcome,200.00
2022-09-26,3,Smoke,outcome,150.00
2022-09-26,3,Public Transport,outcome,51.00
2022-09-26,2,Public Transport,outcome,27.96
2022-09-26,3,Salary,income,42830.00
2022-09-26,3,Food and Rest,outcome,784.74
2022-09-27,3,Food and Rest,outcome,425.00
2022-09-27,2,Public Transport,outcome,370.00
2022-09-28,3,Food and Rest,outcome,611.00
2022-09-28,3,Others,outcome,500.00
2022-09-28,2,Public Transport,outcome,298.96
2022-09-29,3,Public Transport,outcome,51.00
2022-09-29,3,Personal,outcome,2300.00
2022-09-29,3,Party,outcome,2137.00
2022-09-29,3,Salary,income,1315.06
2022-09-29,2,Public Transport,outcome,398.00
2022-09-29,2,Food and Rest,outcome,540.00
2022-09-30,3,Others,outcome,600.00
2022-09-30,3,Party,outcome,3000.00
2022-09-30,3,Personal,outcome,870.00
2022-09-30,3,Food and Rest,outcome,1527.64
2022-09-30,3,Smoke,outcome,140.00
2022-09-30,2,Public Transport,outcome,44.94
2022-10-01,3,Others,outcome,550.00
2022-10-01,3,Food and Rest,outcome,307.00
2022-10-01,2,Food and Rest,outcome,290.00
2022-10-01,3,Transactions,outcome,590.68
2022-10-02,3,Smoke,outcome,165.00
2022-10-02,2,Public Transport,outcome,370.00
2022-10-03,3,Others,outcome,300.00
2022-10-03,3,Food and Rest,outcome,860.88
2022-10-03,2,Food and Rest,outcome,370.00
2022-10-03,3,Others,outcome,21400.00
2022-10-04,3,Food and Rest,outcome,323.00
2022-10-04,3,Smoke,outcome,140.00
2022-10-04,3,Others,outcome,299.00
2022-10-05,3,Food and Rest,outcome,739.00
2022-10-05,2,Public Transport,outcome,27.96
2022-10-06,3,Public Transport,outcome,51.00
2022-10-06,2,Public Transport,outcome,41.94
2022-10-06,3,Smoke,outcome,140.00
2022-10-06,3,Food and Rest,outcome,132.98
2022-10-06,3,Salary,income,61140.56
2022-10-07,3,Party,outcome,5700.00
2022-10-07,3,Others,outcome,60.00
2022-10-07,3,Food and Rest,outcome,421.00
2022-10-07,2,Food and Rest,outcome,450.00
2022-10-07,2,Public Transport,outcome,696.00
2022-10-08,3,Personal,outcome,2300.00
2022-10-08,3,Food and Rest,outcome,648.99
2022-10-08,2,Public Transport,outcome,349.00
2022-10-09,3,Food and Rest,outcome,850.00
2022-10-09,3,Smoke,outcome,155.00
2022-10-09,3,Food and Rest,outcome,1908.60
2022-10-09,3,Transactions,outcome,15000.00
2022-10-09,2,Others,outcome,13580.46
2022-10-10,3,Public Transport,outcome,204.00
2022-10-10,2,Public Transport,outcome,64.95
2022-10-10,3,Food and Rest,outcome,396.00
2022-10-11,3,Public Transport,outcome,204.00
2022-10-11,2,Public Transport,outcome,14.16
2022-10-11,3,Food and Rest,outcome,428.00
2022-10-11,3,Smoke,outcome,140.00
2022-10-12,3,Food and Rest,outcome,380.00
2022-10-12,3,Public Transport,outcome,51.00
2022-10-12,2,Public Transport,outcome,295.00
2022-10-13,3,Personal,outcome,1200.00
2022-10-13,3,Smoke,outcome,150.00
2022-10-13,3,Food and Rest,outcome,380.00
2022-10-13,2,Public Transport,outcome,574.00
2022-10-14,3,Public Transport,outcome,767.00
2022-10-14,3,Party,outcome,1050.00
2022-10-15,3,Food and Rest,outcome,1270.00
2022-10-15,3,Public Transport,outcome,2046.00
2022-10-15,3,Personal,outcome,2300.00
2022-10-15,3,Party,outcome,5830.00
2022-10-16,3,Public Transport,outcome,296.00
2022-10-16,3,Food and Rest,outcome,1060.00
2022-10-16,3,Smoke,outcome,153.00
2022-10-16,3,Public Transport,outcome,51.00
2022-10-17,3,Food and Rest,outcome,1437.00
2022-10-17,3,Public Transport,outcome,139.00
2022-10-18,3,Public Transport,outcome,88.00
2022-10-18,3,Food and Rest,outcome,1050.00
2022-10-19,3,Public Transport,outcome,343.00
2022-10-19,3,Food and Rest,outcome,736.20
2022-10-20,3,Food and Rest,outcome,1083.00
2022-10-20,3,Public Transport,outcome,376.00
2022-10-21,3,Food and Rest,outcome,443.00
2022-10-21,3,Smoke,outcome,140.00
2022-10-22,3,Others,outcome,2970.00
2022-10-22,3,Personal,outcome,379.00
2022-10-22,3,Food and Rest,outcome,500.00
2022-10-22,3,Public Transport,outcome,300.00
2022-10-22,2,Public Transport,outcome,74.90
2022-10-22,3,Food and Rest,outcome,204.00
2022-10-22,3,Personal,outcome,2300.00
2022-10-23,3,Salary,income,12763.00
2022-10-23,3,Public Transport,outcome,514.00
2022-10-23,3,Salary,income,37953.12
2022-10-23,3,Food and Rest,outcome,332.00
2022-10-23,3,Public Transport,outcome,51.00
2022-10-24,3,Public Transport,outcome,51.00
2022-10-24,3,Food and Rest,outcome,995.95
2022-10-25,3,Food and Rest,outcome,490.00
2022-10-25,3,Salary,income,444.30
2022-10-26,3,Smoke,outcome,155.00
2022-10-26,3,Food and Rest,outcome,1048.37
2022-10-26,3,Public Transport,outcome,51.00
2022-10-28,3,Food and Rest,outcome,345.00
2022-10-28,3,Smoke,outcome,140.00
2022-10-28,3,Public Transport,outcome,6523.00
2022-10-29,3,Partner,outcome,2260.00
2022-10-29,3,Party,outcome,2350.00
2022-10-29,3,Public Transport,outcome,1998.00
2022-10-29,3,Public Transport,outcome,1060.00
2022-10-29,3,Public Transport,outcome,8401.00
2022-10-29,3,Food and Rest,outcome,501.00
2022-10-29,3,Public Transport,outcome,51.00
2022-10-30,3,Smoke,outcome,140.00
2022-10-30,2,Transactions,outcome,290.88
2022-10-30,3,Transactions,outcome,5600.00
2022-10-31,3,Salary,income,1465.07
2022-11-02,3,Others,outcome,882.00
2022-11-03,3,Food and Rest,outcome,889.99
2022-11-03,3,Others,outcome,103.00
2022-11-03,3,Party,outcome,1400.00
2022-11-04,3,Others,outcome,1000.00
2022-11-04,3,Food and Rest,outcome,74.99
2022-11-05,3,Food and Rest,outcome,219.99
2022-11-05,3,Others,outcome,500.00
2022-11-07,3,Others,outcome,5640.00
2022-11-08,3,Food and Rest,outcome,617.99
2022-11-08,3,Salary,income,63464.01
2022-11-08,3,Smoke,outcome,140.00
2022-11-08,3,Public Transport,outcome,40.00
2022-11-08,3,Salary,income,4143.00
2022-11-08,3,Food and Rest,outcome,890.00
2022-11-09,3,Public Transport,outcome,112.00
2022-11-09,3,Food and Rest,outcome,151.00
2022-11-09,3,Others,outcome,444.30
2022-11-10,3,Public Transport,outcome,149.00
2022-11-10,3,Food and Rest,outcome,1908.00
2022-11-10,3,Transactions,income,1000.00
2022-11-10,3,Transactions,outcome,1000.00
2022-11-11,3,Public Transport,outcome,79.00
2022-11-11,3,Smoke,outcome,139.00
2022-11-11,3,Others,outcome,130.00
2022-11-11,3,Personal,outcome,600.00
2022-11-11,3,Clothes,outcome,2999.00
2022-11-11,2,Food and Rest,outcome,190.00
2022-11-12,3,Others,outcome,509.75
2022-11-12,3,Public Transport,outcome,426.00
2022-11-12,3,Clothes,outcome,14259.00
2022-11-12,3,Public Transport,outcome,102.00
2022-11-12,3,Salary,income,12209.00
2022-11-13,3,Food and Rest,outcome,806.00
2022-11-13,3,Public Transport,outcome,404.00
2022-11-13,3,Others,outcome,1500.00
2022-11-13,3,Transactions,income,10000.00
2022-11-13,3,Transactions,outcome,1000.00
2022-11-14,3,Food and Rest,outcome,882.00
2022-11-14,3,Smoke,outcome,150.00
2022-11-14,3,Transactions,outcome,500.00
2022-11-15,3,Food and Rest,outcome,1584.00
2022-11-16,3,Food and Rest,outcome,1124.00
2022-11-17,3,Others,outcome,4000.00
2022-11-19,3,Public Transport,outcome,934.00
2022-11-19,3,Party,outcome,1600.00
2022-11-19,3,Smoke,outcome,150.00
2022-11-20,3,Food and Rest,outcome,1104.08
2022-11-21,3,Others,outcome,50.00
2022-11-21,3,Public Transport,outcome,102.00
2022-11-21,3,Smoke,outcome,165.00
2022-11-22,3,Public Transport,outcome,770.00
2022-11-22,3,Food and Rest,outcome,335.00
2022-11-23,3,Food and Rest,outcome,390.00
2022-11-23,3,Salary,income,37639.20
2022-11-23,2,Party,outcome,780.00
2022-11-24,3,Food and Rest,outcome,346.88
2022-11-24,3,Smoke,outcome,140.00
2022-11-24,3,Public Transport,outcome,102.00
2022-11-24,3,Others,outcome,500.00
2022-11-25,3,Public Transport,outcome,667.00
2022-11-25,3,Food and Rest,outcome,1234.00
2022-11-25,3,Personal,outcome,900.00
2022-11-26,3,Food and Rest,outcome,1257.31
2022-11-26,2,Food and Rest,outcome,1700.00
2022-11-26,3,Public Transport,outcome,311.00
2022-11-26,2,Party,outcome,2700.00
2022-11-27,3,Smoke,outcome,155.00
2022-11-27,3,Others,outcome,2200.00
2022-11-27,3,Public Transport,outcome,5775.00
2022-11-27,3,Transactions,outcome,1500.00
2022-11-28,3,Public Transport,outcome,102.00
2022-11-28,3,Food and Rest,outcome,609.44
2022-11-29,3,Salary,income,1602.74
2022-11-30,3,Party,outcome,2000.00
2022-12-01,3,Food and Rest,outcome,757.60
2022-12-02,3,Personal,outcome,550.00
2022-12-02,3,Partner,outcome,999.00
2022-12-02,3,Party,outcome,3690.00
2022-12-03,3,Public Transport,outcome,102.00
2022-12-03,3,Food and Rest,outcome,768.00
2022-12-03,2,Food and Rest,outcome,300.00
2022-12-03,3,Others,outcome,999.00
2022-12-04,3,Public Transport,outcome,102.00
2022-12-05,3,Food and Rest,outcome,1019.67
2022-12-05,3,Smoke,outcome,140.00
2022-12-06,3,Food and Rest,outcome,381.00
2022-12-06,3,Others,outcome,10000.00
2022-12-07,3,Food and Rest,outcome,99.80
2022-12-07,2,Food and Rest,outcome,345.00
2022-12-07,3,Public Transport,outcome,51.00
2022-12-08,3,Food and Rest,outcome,264.00
2022-12-08,3,Smoke,outcome,155.00
2022-12-08,3,Salary,income,65464.38
2022-12-09,3,Public Transport,outcome,102.00
2022-12-09,2,Food and Rest,outcome,445.00
2022-12-10,3,Smoke,outcome,145.00
2022-12-10,2,Food and Rest,outcome,240.00
2022-12-11,3,Transactions,income,12326.00
2022-12-11,3,Food and Rest,outcome,756.00
2022-12-11,2,Others,outcome,219.17
2022-12-12,3,Food and Rest,outcome,724.00
