date,card,category,type,amount
2025-06-17,1,Others,outcome,1616.00
2025-06-17,1,Food and Rest,outcome,644.96
2025-06-18,1,Public Transport,outcome,93.00
2025-06-18,1,Food and Rest,outcome,1661.43
2025-06-18,1,Others,outcome,699.00
2025-06-18,1,Others,outcome,5000.00
2025-06-19,1,Public Transport,outcome,172.00
2025-06-19,1,Food and Rest,outcome,169.90
2025-06-20,1,Public Transport,outcome,544.00
2025-06-20,1,Food and Rest,outcome,219.89
2025-06-21,1,Public Transport,outcome,166.00
2025-06-21,1,Food and Rest,outcome,1086.98
2025-06-21,1,Partner,outcome,8200.00
2025-06-22,1,Partner,outcome,309.00
2025-06-22,1,Public Transport,outcome,339.00
2025-06-22,1,Food and Rest,outcome,984.00
2025-06-22,1,Partner,outcome,5674.99
2025-06-23,1,Others,outcome,310.00
2025-06-23,1,Public Transport,outcome,95.00
2025-06-23,1,Partner,outcome,2332.00
2025-06-23,1,Food and Rest,outcome,658.44
2025-06-24,1,Public Transport,outcome,72.00
2025-06-24,1,Salary,income,97312.06
2025-06-24,1,Food and Rest,outcome,435.71
2025-06-24,1,Salary,income,5177.77
2025-06-25,1,Salary,income,25355.89
2025-06-25,1,Public Transport,outcome,240.00
2025-06-25,1,Personal,outcome,2989.00
2025-06-25,1,Food and Rest,outcome,279.00
2025-06-25,1,Partner,outcome,4620.00
2025-06-26,1,Others,outcome,192.00
2025-06-26,1,Public Transport,outcome,246.00
2025-06-26,1,Food and Rest,outcome,689.14
2025-06-27,1,Public Transport,outcome,148.00
2025-06-27,1,Food and Rest,outcome,1219.77
2025-06-28,1,Public Transport,outcome,1225.00
2025-06-28,1,Food and Rest,outcome,686.94
2025-06-29,1,Party,outcome,4700.00
2025-06-29,1,Food and Rest,outcome,4454.12
2025-06-30,1,Food and Rest,outcome,1020.00
2025-06-30,1,Public Transport,outcome,43.00
2025-06-30,1,Others,outcome,1990.00
2025-07-01,1,Food and Rest,outcome,702.00
2025-07-01,1,Smoke,outcome,200.00
2025-07-02,1,Others,outcome,2900.00
2025-07-02,1,Public Transport,outcome,265.00
2025-07-02,1,Food and Rest,outcome,216.09
2025-07-03,1,Public Transport,outcome,22.00
2025-07-03,1,Personal,outcome,1400.00
2025-07-03,1,Food and Rest,outcome,139.99
2025-07-04,1,Food and Rest,outcome,3000.00
2025-07-04,1,Food and Rest,outcome,2193.29
2025-07-04,1,Public Transport,outcome,82.00
2025-07-05,1,Food and Rest,outcome,1054.00
2025-07-05,1,Public Transport,outcome,222.00
2025-07-06,1,Others,outcome,850.00
2025-07-06,1,Others,outcome,8000.00
2025-07-06,1,Food and Rest,outcome,617.31
2025-07-06,1,Others,outcome,186.60
2025-07-07,1,Salary,income,8640.00
2025-07-07,1,Food and Rest,outcome,1293.90
2025-07-07,1,Others,outcome,249.00
2025-07-07,1,Public Transport,outcome,19.00
2025-07-08,1,Public Transport,outcome,335.97
2025-07-08,1,Salary,income,2880.00
2025-07-08,1,Food and Rest,outcome,1340.00
2025-07-08,1,Others,outcome,180.00
2025-07-09,1,Salary,income,133804.94
2025-07-09,1,Food and Rest,outcome,121.98
2025-07-10,1,Food and Rest,outcome,1243.59
2025-07-10,1,Others,outcome,861.00
2025-07-11,1,Public Transport,outcome,222.00
2025-07-11,1,Food and Rest,outcome,2062.23
2025-07-12,1,Food and Rest,outcome,3019.97
2025-07-12,1,Others,outcome,1799.00
2025-07-13,1,Food and Rest,outcome,876.99
2025-07-13,1,Partner,outcome,2999.00
2025-07-14,1,Food and Rest,outcome,2897.89
2025-07-15,1,Public Transport,outcome,188.00
2025-07-15,1,Car,outcome,60000.00
2025-07-16,1,Public Transport,outcome,148.00
2025-07-16,1,Food and Rest,outcome,8786.99
2025-07-16,1,Transactions,income,30000.00
2025-07-16,1,Rent Fee,outcome,55000.00
2025-07-17,1,Public Transport,outcome,119.00
2025-07-18,1,Public Transport,outcome,477.00
2025-07-18,1,Food and Rest,outcome,129.00
2025-07-18,1,Party,outcome,1500.00
2025-07-19,1,Public Transport,outcome,245.93
2025-07-19,1,Others,outcome,550.00
2025-07-19,1,Food and Rest,outcome,2720.59
2025-07-19,1,Salary,income,12000.00
2025-07-19,1,Others,outcome,1848.00
2025-07-20,1,Food and Rest,outcome,590.00
2025-07-20,1,Public Transport,outcome,415.74
2025-07-20,1,Food and Rest,outcome,5000.00
2025-07-20,1,Transactions,outcome,120000.00
2025-07-21,1,Transactions,income,120000.00
2025-07-21,1,Others,outcome,713.00
2025-07-22,1,Others,outcome,300.00
2025-07-23,1,Others,outcome,3000.00
2025-07-24,1,Salary,income,110533.48
2025-07-24,1,Salary,income,4298.84
2025-07-25,1,Salary,income,25772.68
2025-07-25,1,Food and Rest,outcome,5000.00
2025-07-26,1,Others,outcome,1.00
2025-07-26,1,Car,outcome,1036000.00
2025-07-30,1,Car,outcome,526000.00
2025-07-31,1,Transactions,income,3000.00
2025-08-01,1,Others,outcome,1990.00
2025-08-03,1,Car,outcome,280000.00
2025-08-06,1,Transactions,income,500.00
2025-08-06,1,Partner,outcome,947.00
2025-08-07,1,Others,outcome,249.00
2025-08-07,1,Car,outcome,500.00
2025-08-07,1,Salary,income,118235.52
2025-08-08,1,Food and Rest,outcome,1975.64
2025-08-08,1,Public Transport,outcome,148.00
2025-08-08,1,Partner,outcome,862.00
2025-08-09,1,Public Transport,outcome,207.00
2025-08-09,1,Food and Rest,outcome,1878.72
2025-08-09,1,Personal,outcome,650.00
2025-08-10,1,Others,outcome,1272.00
2025-08-10,1,Food and Rest,outcome,1181.97
2025-08-10,1,Public Transport,outcome,166.00
2025-08-11,1,Food and Rest,outcome,259.96
2025-08-12,1,Public Transport,outcome,171.00
2025-08-12,1,Personal,outcome,1115.00
2025-08-12,1,Others,outcome,403.00
2025-08-12,1,Food and Rest,outcome,700.00
2025-08-13,1,Public Transport,outcome,361.93
2025-08-13,1,Food and Rest,outcome,1764.99
2025-08-13,1,Others,outcome,771.00
2025-08-13,1,Salary,income,49884.00
2025-08-14,1,Food and Rest,outcome,6000.00
2025-08-14,1,Food and Rest,outcome,1975.00
2025-08-14,1,Public Transport,outcome,144.00
2025-08-15,1,Others,outcome,389.00
2025-08-15,1,Partner,outcome,600.00
2025-08-15,1,Food and Rest,outcome,671.97
2025-08-16,1,Salary,income,12000.00
2025-08-16,1,Food and Rest,outcome,678.00
2025-08-16,1,Rent Fee,outcome,64750.00
2025-08-16,1,Public Transport,outcome,74.00
2025-08-17,1,Public Transport,outcome,199.00
2025-08-17,1,Food and Rest,outcome,1330.77
2025-08-17,1,Others,outcome,2017.00
2025-08-17,1,Personal,outcome,653.00
2025-08-18,1,Food and Rest,outcome,819.94
2025-08-18,1,Public Transport,outcome,29.00
2025-08-19,1,Public Transport,outcome,170.00
2025-08-19,1,Transactions,outcome,820.00
2025-08-19,1,Food and Rest,outcome,723.99
2025-08-19,1,Others,outcome,2694.00
2025-08-20,1,Others,outcome,1474.00
2025-08-20,1,Food and Rest,outcome,679.96
2025-08-21,1,Public Transport,outcome,43.00
2025-08-21,1,Personal,outcome,1400.00
2025-08-21,1,Food and Rest,outcome,1565.34
2025-08-22,1,Public Transport,outcome,239.00
2025-08-22,1,Food and Rest,outcome,145.77
2025-08-23,1,Food and Rest,outcome,533.78
2025-08-23,1,Personal,outcome,1929.86
2025-08-24,1,Salary,income,122851.97
2025-08-24,1,Others,outcome,20000.00
2025-08-26,1,Partner,outcome,432.00
2025-08-26,1,Others,outcome,9023.00
2025-08-28,1,Partner,outcome,5265.00
2025-08-29,1,Car,outcome,85000.00
2025-08-30,1,Car Maintenance,outcome,12174.94
2025-09-01,1,Others,outcome,1490.00
2025-09-01,1,Salary,income,53698.37
2025-09-02,1,Partner,outcome,500.00
2025-09-03,1,Others,outcome,3039.00
2025-09-04,1,Car Maintenance,outcome,11017.00
2025-09-04,1,Public Transport,outcome,74.00
2025-09-04,1,Car Maintenance,outcome,2800.00
2025-09-04,1,Fuel,outcome,4169.51
2025-09-04,1,Car Maintenance,outcome,5680.00
2025-09-05,1,Others,outcome,2800.96
2025-09-05,1,Food and Rest,outcome,570.00
2025-09-05,1,Others,outcome,20000.00
2025-09-05,1,Transactions,outcome,0.72
2025-09-06,1,Food and Rest,outcome,3102.25
2025-09-06,1,Partner,outcome,1370.00
2025-09-06,1,Others,outcome,789.00
2025-09-06,1,Personal,outcome,3795.00
2025-09-06,1,Public Transport,outcome,89.00
2025-09-07,1,Others,outcome,249.00
2025-09-07,1,Food and Rest,outcome,490.00
2025-09-07,1,Public Transport,outcome,1328.00
2025-09-09,1,Salary,income,107525.48
2025-09-11,1,Others,outcome,299.00
2025-09-15,1,Food and Rest,outcome,2023.95
2025-09-15,1,Car Maintenance,outcome,13060.00
2025-09-15,1,Car Maintenance,outcome,654.00
2025-09-15,1,Food and Rest,outcome,149.00
2025-09-15,1,Salary,income,12000.00
2025-09-15,1,Salary,income,28200.00
2025-09-15,1,Public Transport,outcome,1506.00
2025-09-16,1,Rent Fee,outcome,55000.00
2025-09-16,1,Partner,outcome,500.00
2025-09-16,1,Car Maintenance,outcome,100.00
2025-09-16,1,Food and Rest,outcome,5422.79
2025-09-17,1,Car Maintenance,outcome,67320.00
2025-09-18,1,Food and Rest,outcome,299.08
2025-09-18,1,Public Transport,outcome,148.00
2025-09-19,1,Food and Rest,outcome,959.77
2025-09-20,1,Food and Rest,outcome,636.83
2025-09-21,1,Food and Rest,outcome,2761.97
2025-09-21,1,Public Transport,outcome,148.00
2025-09-21,1,Car Maintenance,outcome,1096.00
2025-09-22,1,Transactions,income,5000.00
2025-09-22,1,Car Maintenance,outcome,3000.00
2025-09-22,1,Car Maintenance,outcome,2345.00
2025-09-22,1,Car Maintenance,outcome,1450.00
2025-09-22,1,Food and Rest,outcome,399.96
2025-09-23,1,Car,outcome,85000.00
2025-09-23,1,Car Maintenance,outcome,730.00
2025-09-23,1,Food and Rest,outcome,3836.79
2025-09-23,1,Car Maintenance,outcome,100.00
2025-09-23,1,Personal,outcome,22000.00
2025-09-24,1,Salary,income,61583.28
2025-09-24,1,Fuel,outcome,2730.00
2025-09-24,1,Partner,outcome,1200.00
2025-09-24,1,Food and Rest,outcome,650.00
2025-09-24,1,Salary,income,4016.65
2025-09-27,1,Others,outcome,40.00
2025-09-27,1,Food and Rest,outcome,1476.92
2025-09-27,1,Car Maintenance,outcome,500.00
2025-09-28,1,Food and Rest,outcome,5000.00
2025-09-28,1,Partner,outcome,7600.00
2025-09-29,1,Food and Rest,outcome,5000.00
2025-09-29,1,Partner,outcome,571.00
2025-09-30,1,Others,outcome,1000.00
2025-10-03,1,Car Maintenance,outcome,800.00
2025-10-05,1,Others,outcome,108.00
2025-10-05,1,Partner,outcome,525.00
2025-10-06,1,Food and Rest,outcome,3800.00
2025-10-08,1,Others,outcome,249.00
2025-10-09,1,Car Maintenance,outcome,373.00
2025-10-09,1,Others,outcome,2918.00
2025-10-09,1,Salary,income,112901.50
2025-10-09,1,Partner,outcome,3804.65
2025-10-09,1,Personal,outcome,4000.00
2025-10-10,1,Partner,outcome,12120.00
2025-10-10,1,Food and Rest,outcome,144.99
2025-10-11,1,Partner,outcome,89.00
2025-10-11,1,Food and Rest,outcome,135.00
2025-10-11,1,Food and Rest,outcome,5245.69
2025-10-11,1,Car Maintenance,outcome,100.00
2025-10-11,1,Fuel,outcome,2065.00
2025-10-12,1,Personal,outcome,4701.00
2025-10-13,1,Car Maintenance,outcome,20330.00
2025-10-13,1,Food and Rest,outcome,624.16
2025-10-13,1,Car Maintenance,outcome,26740.00
2025-10-13,1,Salary,income,25000.00
2025-10-13,1,Car Maintenance,outcome,783.00
2025-10-14,1,Salary,income,27749.02
2025-10-14,1,Car Maintenance,outcome,562.50
2025-10-14,1,Personal,outcome,4608.00
2025-10-15,1,Food and Rest,outcome,552.94
2025-10-16,1,Rent Fee,outcome,55000.00
2025-10-16,1,Food and Rest,outcome,2950.92
2025-10-16,1,Partner,outcome,66.39
2025-10-16,1,Public Transport,outcome,176.94
2025-10-17,1,Salary,income,12000.00
2025-10-17,1,Partner,outcome,3678.00
2025-10-17,1,Others,outcome,3000.00
2025-10-17,1,Car Maintenance,outcome,40.00
2025-10-17,1,Fuel,outcome,2074.00
2025-10-17,1,Food and Rest,outcome,209.98
2025-10-18,1,Food and Rest,outcome,1000.00
2025-10-18,1,Others,outcome,225.00
2025-10-18,1,Food and Rest,outcome,251.96
2025-10-19,1,Food and Rest,outcome,716.00
2025-10-19,1,Partner,outcome,1000.00
2025-10-20,1,Food and Rest,outcome,587.00
2025-10-21,1,Food and Rest,outcome,4440.95
2025-10-21,1,Car Maintenance,outcome,100.00
2025-10-21,1,Car Maintenance,outcome,690.00
2025-10-22,1,Food and Rest,outcome,838.00
2025-10-22,1,Public Transport,outcome,1.00
2025-10-23,1,Others,outcome,1181.00
2025-10-23,1,Personal,outcome,31140.00
2025-10-23,1,Salary,income,107992.48
2025-10-23,1,Food and Rest,outcome,920.96
2025-10-24,1,Salary,income,2637.60
2025-10-24,1,Food and Rest,outcome,468.95
2025-10-25,1,Fuel,outcome,7940.00
2025-10-25,1,Car Maintenance,outcome,360.00
2025-10-25,1,Food and Rest,outcome,220.00
2025-10-25,1,Food and Rest,outcome,294.00
2025-10-26,1,Personal,outcome,1000.00
2025-10-26,1,Others,outcome,221.00
2025-10-27,1,Food and Rest,outcome,861.98
2025-10-28,1,Partner,outcome,2677.00
2025-10-28,1,Transactions,income,211.72
2025-10-28,3,Transactions,outcome,400.00
2025-10-28,1,Transactions,income,400.00
2025-10-29,1,Car,outcome,85000.00
2025-10-29,1,Personal,outcome,5000.00
2025-10-29,1,Food and Rest,outcome,290.00
2025-10-30,1,Car Maintenance,outcome,250.00
2025-10-30,1,Food and Rest,outcome,283.98
2025-10-31,1,Personal,outcome,6250.00
2025-11-01,1,Food and Rest,outcome,754.92
2025-11-01,1,Partner,outcome,500.00
2025-11-02,1,Car Maintenance,outcome,2812.00
2025-11-02,1,Others,outcome,279.00
2025-11-03,1,Fuel,outcome,4792.00
2025-11-03,1,Car Maintenance,outcome,360.00
2025-11-03,1,Partner,outcome,3186.00
2025-11-03,1,Food and Rest,outcome,239.97
2025-11-04,1,Food and Rest,outcome,5945.77
2025-11-06,1,Others,outcome,2120.00
2025-11-06,1,Party,outcome,48.78
2025-11-07,1,Food and Rest,outcome,1220.21
2025-11-07,1,Car Maintenance,outcome,1623.00
2025-11-08,1,Others,outcome,249.00
2025-11-08,1,Fuel,outcome,2095.00
2025-11-08,1,Food and Rest,outcome,309.00
2025-11-09,1,Others,outcome,1038.00
2025-11-09,1,Others,outcome,1000.00
2025-11-09,1,Salary,income,117810.52
2025-11-09,1,Personal,outcome,3920.00
2025-11-10,1,Car Maintenance,outcome,100.00
2025-11-10,1,Transactions,income,10000.00
2025-11-10,1,Food and Rest,outcome,639.00
2025-11-11,1,Partner,outcome,1000.00
2025-11-11,1,Car Maintenance,outcome,200.00
2025-11-12,1,Food and Rest,outcome,249.99
2025-11-12,1,Personal,outcome,5000.00
2025-11-13,1,Partner,outcome,239.00
2025-11-13,1,Food and Rest,outcome,1509.58
2025-11-13,1,Others,outcome,265.00
2025-11-14,1,Others,outcome,478.00
2025-11-14,1,Partner,outcome,239.00
2025-11-14,1,Food and Rest,outcome,504.85
2025-11-14,1,Others,outcome,485.99
2025-11-15,1,Food and Rest,outcome,10846.83
2025-11-15,1,Car Maintenance,outcome,517.00
2025-11-16,1,Salary,income,12984.89
2025-11-16,1,Rent Fee,outcome,62823.00
2025-11-17,1,Salary,income,33000.00
2025-11-18,1,Others,outcome,3000.00
2025-11-18,1,Partner,outcome,525.00
2025-11-20,1,Car,outcome,85000.00
2025-11-21,1,Partner,outcome,1000.00
2025-11-22,1,Car Maintenance,outcome,1125.00
2025-11-22,1,Others,outcome,564.00
2025-11-22,1,Partner,outcome,3579.00
2025-11-23,1,Partner,outcome,16595.40
2025-11-24,1,Salary,income,2575.40
2025-11-24,1,Salary,income,106959.69
2025-11-24,1,Car Maintenance,outcome,1101.00
2025-11-26,1,Others,outcome,195.00
2025-11-27,1,Others,outcome,571.00
2025-11-27,1,Partner,outcome,500.00
2025-11-27,1,Others,outcome,3000.00
2025-11-28,1,Food and Rest,outcome,5282.05
2025-11-28,1,Others,outcome,215.00
2025-12-01,1,Car Maintenance,outcome,704.00
2025-12-03,1,Partner,outcome,2728.83
2025-12-03,1,Education,outcome,2500.00
2025-12-04,1,Food and Rest,outcome,2599.99
2025-12-04,1,Partner,outcome,3415.00
2025-12-04,1,Car Maintenance,outcome,5000.00
2025-12-05,1,Food and Rest,outcome,1281.69
2025-12-06,1,Others,outcome,1168.00
2025-12-06,1,Partner,outcome,239.00
2025-12-06,1,Food and Rest,outcome,4905.41
2025-12-06,1,Car Maintenance,outcome,2136.00
2025-12-06,1,Others,outcome,1520.00
2025-12-07,1,Car Maintenance,outcome,2750.00
2025-12-07,1,Car Maintenance,outcome,100.00
2025-12-07,1,Transactions,outcome,1499.98
2025-12-08,1,Car Maintenance,outcome,100.00
2025-12-08,1,Others,outcome,1090.00
2025-12-08,1,Others,outcome,9500.00
2025-12-09,1,Others,outcome,249.00
2025-12-09,1,Food and Rest,outcome,446.87
2025-12-09,1,Salary,income,118843.31
2025-12-10,1,Food and Rest,outcome,204.97
2025-12-10,1,Others,outcome,1000.00
2025-12-11,1,Food and Rest,outcome,2007.99
2025-12-12,1,Fuel,outcome,4018.60
2025-12-13,1,Food and Rest,outcome,1149.93
2025-12-13,1,Personal,outcome,31140.00
2025-12-13,1,Transactions,outcome,900.00
2025-12-14,1,Food and Rest,outcome,1129.95
2025-12-14,1,Car Maintenance,outcome,300.00
2025-12-14,1,Food and Rest,outcome,274.88
2025-12-15,1,Food and Rest,outcome,4763.04
2025-12-15,1,Partner,outcome,480.00
2025-12-16,1,Salary,income,12000.00
2025-12-16,1,Rent Fee,outcome,55000.00
2025-12-16,1,Food and Rest,outcome,438.00
2025-12-16,1,Salary,income,45700.00
2025-12-17,1,Partner,outcome,986.00
2025-12-17,1,Others,outcome,7686.00
2025-12-17,1,Food and Rest,outcome,1040.00
2025-12-18,1,Food and Rest,outcome,1095.00
2025-12-18,1,Public Transport,outcome,74.00
2025-12-19,2,Public Transport,outcome,150.00
2025-12-19,1,Public Transport,outcome,1541.00
2025-12-20,1,Food and Rest,outcome,949.79
2025-12-20,1,Others,outcome,1532.00
2025-12-21,1,Car Maintenance,outcome,100.00
2025-12-21,1,Food and Rest,outcome,5875.53
2025-12-21,1,Others,outcome,218.00
2025-12-22,1,Fuel,outcome,2128.00
2025-12-22,1,Food and Rest,outcome,312.97
2025-12-22,1,Others,outcome,1370.00
2025-12-23,1,Food and Rest,outcome,1098.96
2025-12-23,1,Others,outcome,1322.00
2025-12-24,1,Food and Rest,outcome,598.68
2025-12-24,1,Partner,outcome,1530.00
2025-12-24,1,Salary,income,161767.50
2025-12-24,1,Public Transport,outcome,74.00
2025-12-24,1,Salary,income,2718.53
2025-12-25,1,Public Transport,outcome,74.00
2025-12-25,1,Others,outcome,1967.00
2025-12-25,1,Food and Rest,outcome,1531.00
2025-12-26,1,Others,outcome,409.00
2025-12-26,1,Food and Rest,outcome,1025.85
2025-12-27,1,Food and Rest,outcome,6295.19
2025-12-27,1,Personal,outcome,279.00
2025-12-27,1,Others,outcome,1755.00
2025-12-28,1,Food and Rest,outcome,82.99
2025-12-28,1,Partner,outcome,13980.00
2025-12-28,1,Transactions,outcome,5000.00
2025-12-29,1,Personal,outcome,1600.00
2025-12-29,1,Others,outcome,3955.00
2025-12-29,1,Food and Rest,outcome,2906.87
2025-12-29,1,Car,outcome,100000.00
2025-12-29,1,Salary,income,693349.00
2025-12-30,1,Others,outcome,21.70
2025-12-30,1,Food and Rest,outcome,4060.08
2025-12-31,1,Food and Rest,outcome,299.98
2025-12-31,3,Salary,income,196.00
2025-12-31,1,Salary,income,112901.50
2026-01-01,1,Others,outcome,217.00
2026-01-01,1,Partner,outcome,2154.94
2026-01-01,1,Food and Rest,outcome,1203.62
2026-01-01,1,Others,outcome,89.00
2026-01-02,1,Fuel,outcome,3454.00
2026-01-03,1,Others,outcome,340.00
2026-01-03,1,Food and Rest,outcome,769.97
2026-01-03,1,Food and Rest,outcome,1741.00
2026-01-04,1,Food and Rest,outcome,938.97
2026-01-05,1,Food and Rest,outcome,242.86
2026-01-05,1,Others,outcome,600.00
2026-01-05,1,Transactions,outcome,1.00
2026-01-06,1,Food and Rest,outcome,3189.00
2026-01-06,1,Transactions,income,9000.00
2026-01-06,1,Transactions,outcome,600.00
2026-01-07,1,Food and Rest,outcome,1052.87
2026-01-07,1,Partner,outcome,1937.00
2026-01-07,1,Others,outcome,1290.00
2026-01-08,1,Food and Rest,outcome,697.97
2026-01-09,1,Others,outcome,402.00
2026-01-09,1,Food and Rest,outcome,1070.98
2026-01-10,1,Food and Rest,outcome,2281.00
2026-01-10,1,Fuel,outcome,2859.00
2026-01-10,1,Others,outcome,369.00
2026-01-11,1,Others,outcome,100.00
2026-01-12,1,Food and Rest,outcome,7000.00
2026-01-15,1,Car Maintenance,outcome,562.50
2026-01-15,1,Personal,outcome,31140.00
2026-01-15,1,Partner,outcome,1500.00
2026-01-15,1,Public Transport,outcome,397.31
2026-01-15,1,Salary,income,12000.00
2026-01-16,1,Rent Fee,outcome,55000.00
2026-01-16,1,Public Transport,outcome,390.08
2026-01-17,1,Food and Rest,outcome,2000.00
2026-01-17,1,Public Transport,outcome,430.07
2026-01-18,1,Public Transport,outcome,435.25
2026-01-18,1,Partner,outcome,5231.50
2026-01-19,1,Transactions,outcome,1000.00
2026-01-19,1,Partner,outcome,300.00
2026-01-19,1,Food and Rest,outcome,149.00
2026-01-19,1,Car Maintenance,outcome,50.00
2026-01-20,1,Others,outcome,5254.00
2026-01-20,1,Food and Rest,outcome,535.77
2026-01-21,1,Food and Rest,outcome,6411.42
2026-01-21,1,Partner,outcome,2250.00
2026-01-21,1,Others,outcome,200.00
2026-01-22,1,Salary,income,61631.26
2026-01-22,1,Food and Rest,outcome,424.98
2026-01-22,1,Others,outcome,854.00
2026-01-22,1,Car,outcome,85000.00
2026-01-23,1,Food and Rest,outcome,1196.86
2026-01-23,1,Car Maintenance,outcome,160.00
2026-01-23,1,Others,outcome,699.00
2026-01-24,1,Party,outcome,3800.00
2026-01-24,1,Food and Rest,outcome,545.86
2026-01-24,1,Salary,income,3631.12
2026-01-25,1,Food and Rest,outcome,321.80
2026-01-25,1,Car Maintenance,outcome,1687.50
2026-01-25,1,Others,outcome,1000.00
2026-01-25,1,Transactions,income,7.00
2026-01-26,1,Others,outcome,6000.00
2026-01-26,1,Party,outcome,3000.00
2026-01-26,1,Food and Rest,outcome,3250.00
2026-01-27,1,Food and Rest,outcome,10.00
2026-01-27,1,Clothes,outcome,5155.00
2026-01-27,1,Food and Rest,outcome,615.48
2026-01-28,1,Partner,outcome,720.00
2026-01-28,1,Food and Rest,outcome,1184.24
2026-01-28,1,Others,outcome,3.42
2026-01-29,1,Others,outcome,195.00
2026-01-29,1,Food and Rest,outcome,550.00
2026-01-29,1,Car Maintenance,outcome,100.00
2026-01-29,1,Food and Rest,outcome,564.76
2026-01-30,1,Food and Rest,outcome,444.00
2026-01-30,1,Others,outcome,2499.92
2026-01-30,1,Fuel,outcome,3200.00
2026-01-31,1,Others,outcome,500.00
2026-01-31,1,Food and Rest,outcome,277.00
2026-01-31,1,Transactions,income,1.00
2026-02-01,1,Food and Rest,outcome,822.86
2026-02-01,1,Transactions,income,680.00
2026-02-02,1,Food and Rest,outcome,6547.25
2026-02-03,1,Food and Rest,outcome,174.99
2026-02-04,1,Food and Rest,outcome,99.99
2026-02-04,1,Others,outcome,1800.00
2026-02-04,1,Car Maintenance,outcome,400.00
2026-02-05,1,Food and Rest,outcome,730.14
2026-02-06,1,Food and Rest,outcome,2121.71
2026-02-06,1,Partner,outcome,399.00
2026-02-06,1,Car Maintenance,outcome,100.00
2026-02-07,1,Food and Rest,outcome,634.96
2026-02-08,1,Food and Rest,outcome,59.99
2026-02-09,1,Salary,income,169484.74
2026-02-09,1,Partner,outcome,12300.00
2026-02-09,1,Others,outcome,575.00
2026-02-09,1,Food and Rest,outcome,63.99
2026-02-10,1,Food and Rest,outcome,255.00
2026-02-10,1,Others,outcome,3100.00
2026-02-11,1,Food and Rest,outcome,7569.17
2026-02-12,1,Others,outcome,1721.00
2026-02-12,1,Others,outcome,790.00
2026-02-13,1,Food and Rest,outcome,2998.58
2026-02-13,1,Partner,outcome,900.00
2026-02-14,1,Food and Rest,outcome,3040.59
2026-02-14,1,Fuel,outcome,3987.00
2026-02-15,1,Food and Rest,outcome,400.90
2026-02-15,1,Personal,outcome,1700.00
2026-02-16,1,Others,outcome,2400.00
2026-02-16,1,Transactions,outcome,30.00
2026-02-16,1,Salary,income,12400.00
2026-02-17,1,Rent Fee,outcome,66787.00
2026-02-17,1,Others,outcome,1990.00
2026-02-18,1,Food and Rest,outcome,349.90
2026-02-18,1,Smoke,outcome,230.00
2026-02-19,1,Food and Rest,outcome,409.99
2026-02-19,1,Others,outcome,31140.00
2026-02-19,1,Car,outcome,200000.00
2026-02-20,1,Food and Rest,outcome,2357.79
2026-02-21,1,Others,outcome,1500.00
2026-02-21,1,Transactions,outcome,557.44
2026-02-22,1,Others,outcome,102.21
2026-02-22,1,Clothes,outcome,4237.40
2026-02-22,1,Food and Rest,outcome,5914.84
2026-02-22,1,Car Maintenance,outcome,200.00
2026-02-22,1,Food and Rest,outcome,551.38
2026-02-22,1,Personal,outcome,589.40
